lat,lon,name,admin1,admin2,cc
16.426,103.003,กู่ทอง,มหาสารคาม,เชียงยืน,TH
16.389,103.059,นาทอง,มหาสารคาม,เชียงยืน,TH
16.47,103.053,เสือเฒ่า,มหาสารคาม,เชียงยืน,TH
16.372,103.144,โพนทอง,มหาสารคาม,เชียงยืน,TH
16.367,103.012,เหล่าบัวบาน,มหาสารคาม,เชียงยืน,TH
16.061,103.143,บรบือ,มหาสารคาม,บรบือ,TH
16.115,103.176,บ่อใหญ่,มหาสารคาม,บรบือ,TH
15.986,103.064,วังไชย,มหาสารคาม,บรบือ,TH
15.961,103.212,หนองม่วง,มหาสารคาม,บรบือ,TH
15.959,103.144,กำพี้,มหาสารคาม,บรบือ,TH
15.888,103.142,โนนราษี,มหาสารคาม,บรบือ,TH
15.903,103.08,โนนแดง,มหาสารคาม,บรบือ,TH
16.024,103.17,หนองจิก,มหาสารคาม,บรบือ,TH
15.897,103.202,บัวมาศ,มหาสารคาม,บรบือ,TH
15.938,102.989,หนองคูขาด,มหาสารคาม,บรบือ,TH
16.031,103.039,วังใหม่,มหาสารคาม,บรบือ,TH
15.919,103.236,ยาง,มหาสารคาม,บรบือ,TH
16.012,103.114,หนองสิม,มหาสารคาม,บรบือ,TH
16.068,103.201,หนองโก,มหาสารคาม,บรบือ,TH
15.877,103.159,ดอนงัว,มหาสารคาม,บรบือ,TH
15.773,103.047,นาเชือก,มหาสารคาม,นาเชือก,TH
15.87,103.007,สำโรง,มหาสารคาม,นาเชือก,TH
15.889,102.948,หนองแดง,มหาสารคาม,นาเชือก,TH
15.841,103.065,เขวาไร่,มหาสารคาม,นาเชือก,TH
15.755,103.13,หนองโพธิ์,มหาสารคาม,นาเชือก,TH
15.816,102.954,ปอพาน,มหาสารคาม,นาเชือก,TH
15.786,102.998,หนองเม็ก,มหาสารคาม,นาเชือก,TH
15.828,103.123,หนองเรือ,มหาสารคาม,นาเชือก,TH
15.722,103.038,หนองกุง,มหาสารคาม,นาเชือก,TH
15.735,103.076,สันป่าตอง,มหาสารคาม,นาเชือก,TH
15.503,103.163,ปะหลาน,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.558,103.222,ก้ามปู,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.461,103.262,เวียงสะอาด,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.573,103.072,เม็กดำ,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.635,103.223,นาสีนวล,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.456,103.321,ราษฎร์เจริญ,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.543,103.309,หนองบัวแก้ว,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.479,103.378,เมืองเตา,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.568,103.159,ลานสะแก,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.517,103.266,เวียงชัย,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.591,103.106,หนองบัว,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.506,103.31,ราษฎร์พัฒนา,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.484,103.206,เมืองเสือ,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.593,103.258,ภารแอ่น,มหาสารคาม,พยัคฆภูมิพิสัย,TH
15.829,103.36,หนองแสง,มหาสารคาม,วาปีปทุม,TH
15.921,103.377,ขามป้อม,มหาสารคาม,วาปีปทุม,TH
15.948,103.442,เสือโก้ก,มหาสารคาม,วาปีปทุม,TH
15.898,103.308,ดงใหญ่,มหาสารคาม,วาปีปทุม,TH
15.729,103.415,โพธิ์ชัย,มหาสารคาม,วาปีปทุม,TH
15.762,103.349,หัวเรือ,มหาสารคาม,วาปีปทุม,TH
15.875,103.244,แคน,มหาสารคาม,วาปีปทุม,TH
15.955,103.347,งัวบา,มหาสารคาม,วาปีปทุม,TH
15.836,103.193,นาข่า,มหาสารคาม,วาปีปทุม,TH
15.812,103.294,บ้านหวาย,มหาสารคาม,วาปีปทุม,TH
15.885,103.432,หนองไฮ,มหาสารคาม,วาปีปทุม,TH
15.816,103.419,ประชาพัฒนา,มหาสารคาม,วาปีปทุม,TH
15.875,103.399,หนองทุ่ม,มหาสารคาม,วาปีปทุม,TH
15.983,103.444,หนองแสน,มหาสารคาม,วาปีปทุม,TH
15.852,103.312,โคกสีทองหลาง,มหาสารคาม,วาปีปทุม,TH
15.738,103.205,นาดูน,มหาสารคาม,นาดูน,TH
15.726,103.318,หนองไผ่,มหาสารคาม,นาดูน,TH
15.782,103.226,หนองคู,มหาสารคาม,นาดูน,TH
15.663,103.257,ดงบัง,มหาสารคาม,นาดูน,TH
15.731,103.162,ดงดวน,มหาสารคาม,นาดูน,TH
15.691,103.194,หัวดง,มหาสารคาม,นาดูน,TH
15.757,103.296,ดงยาง,มหาสารคาม,นาดูน,TH
15.719,103.277,กู่สันตรัตน์,มหาสารคาม,นาดูน,TH
15.697,103.258,พระธาตุ,มหาสารคาม,นาดูน,TH
15.677,103.093,ยางสีสุราช,มหาสารคาม,ยางสีสุราช,TH
15.682,103.032,นาภู,มหาสารคาม,ยางสีสุราช,TH
15.638,103.035,แวงดง,มหาสารคาม,ยางสีสุราช,TH
15.686,103.136,บ้านกู่,มหาสารคาม,ยางสีสุราช,TH
15.649,103.146,ดงเมือง,มหาสารคาม,ยางสีสุราช,TH
,,สร้างแซ่ง,มหาสารคาม,ยางสีสุราช,TH
15.637,103.177,หนองบัวสันตุ,มหาสารคาม,ยางสีสุราช,TH
16.072,103,กุดรัง,มหาสารคาม,กุดรัง,TH
16.077,102.907,นาโพธิ์,มหาสารคาม,กุดรัง,TH
15.968,102.96,เลิงแฝก,มหาสารคาม,กุดรัง,TH
16.006,102.935,หนองแวง,มหาสารคาม,กุดรัง,TH
16.123,103.049,ห้วยเตย,มหาสารคาม,กุดรัง,TH
16.551,103.144,ชื่นชม,มหาสารคาม,ชื่นชม,TH
16.588,103.138,กุดปลาดุก,มหาสารคาม,ชื่นชม,TH
16.492,103.145,เหล่าดอกไม้,มหาสารคาม,ชื่นชม,TH
16.475,103.124,หนองกุง,มหาสารคาม,ชื่นชม,TH
16.051,103.653,ในเมือง,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
16.006,103.632,รอบเมือง,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
16.079,103.652,เหนือเมือง,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
16.025,103.591,ขอนแก่น,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
15.961,103.569,นาโพธิ์,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
15.932,103.626,สะอาดสมบูรณ์,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
16.126,103.527,สีแก้ว,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
,,ปอภาร  (ปอพาน),ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
16.002,103.664,โนนรัง,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
15.939,103.66,หนองแก้ว,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
16.103,103.603,หนองแวง,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
16.064,103.578,ดงลาน,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
15.897,103.672,แคนใหญ่,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
15.969,103.666,โนนตาล,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
15.932,103.591,เมืองทอง,ร้อยเอ็ด,เมืองร้อยเอ็ด,TH
15.662,103.609,เกษตรวิสัย,ร้อยเอ็ด,เกษตรวิสัย,TH
15.593,103.595,เมืองบัว,ร้อยเอ็ด,เกษตรวิสัย,TH
15.72,103.552,เหล่าหลวง,ร้อยเอ็ด,เกษตรวิสัย,TH
15.704,103.668,สิงห์โคก,ร้อยเอ็ด,เกษตรวิสัย,TH
15.487,103.534,ดงครั่งใหญ่,ร้อยเอ็ด,เกษตรวิสัย,TH
15.703,103.452,บ้านฝาง,ร้อยเอ็ด,เกษตรวิสัย,TH
15.741,103.631,หนองแวง,ร้อยเอ็ด,เกษตรวิสัย,TH
15.56,103.496,กำแพง,ร้อยเอ็ด,เกษตรวิสัย,TH
15.591,103.655,กู่กาสิงห์,ร้อยเอ็ด,เกษตรวิสัย,TH
15.639,103.511,น้ำอ้อม,ร้อยเอ็ด,เกษตรวิสัย,TH
15.704,103.506,โนนสว่าง,ร้อยเอ็ด,เกษตรวิสัย,TH
15.487,103.451,ทุ่งทอง,ร้อยเอ็ด,เกษตรวิสัย,TH
15.511,103.617,ดงครั่งน้อย,ร้อยเอ็ด,เกษตรวิสัย,TH
15.65,103.359,บัวแดง,ร้อยเอ็ด,ปทุมรัตต์,TH
15.639,103.309,ดอกล้ำ,ร้อยเอ็ด,ปทุมรัตต์,TH
15.688,103.374,หนองแคน,ร้อยเอ็ด,ปทุมรัตต์,TH
15.655,103.444,โพนสูง,ร้อยเอ็ด,ปทุมรัตต์,TH
15.584,103.435,โนนสวรรค์,ร้อยเอ็ด,ปทุมรัตต์,TH
15.568,103.371,สระบัว,ร้อยเอ็ด,ปทุมรัตต์,TH
15.608,103.349,โนนสง่า,ร้อยเอ็ด,ปทุมรัตต์,TH
15.635,103.471,ขี้เหล็ก,ร้อยเอ็ด,ปทุมรัตต์,TH
15.845,103.569,หัวช้าง,ร้อยเอ็ด,จตุรพักตรพิมาน,TH
15.836,103.514,หนองผือ,ร้อยเอ็ด,จตุรพักตรพิมาน,TH
15.874,103.48,เมืองหงส์,ร้อยเอ็ด,จตุรพักตรพิมาน,TH
15.908,103.535,โคกล่าม,ร้อยเอ็ด,จตุรพักตรพิมาน,TH
15.901,103.599,น้ำใส,ร้อยเอ็ด,จตุรพักตรพิมาน,TH
15.854,103.669,ดงแดง,ร้อยเอ็ด,จตุรพักตรพิมาน,TH
15.803,103.604,ดงกลาง,ร้อยเอ็ด,จตุรพักตรพิมาน,TH
15.805,103.665,ป่าสังข์,ร้อยเอ็ด,จตุรพักตรพิมาน,TH
15.776,103.515,อีง่อง,ร้อยเอ็ด,จตุรพักตรพิมาน,TH
15.756,103.434,ลิ้นฟ้า,ร้อยเอ็ด,จตุรพักตรพิมาน,TH
15.784,103.467,ดู่น้อย,ร้อยเอ็ด,จตุรพักตรพิมาน,TH
15.773,103.566,ศรีโคตร,ร้อยเอ็ด,จตุรพักตรพิมาน,TH
16.042,103.737,นิเวศน์,ร้อยเอ็ด,ธวัชบุรี,TH
16.103,103.853,ธงธานี,ร้อยเอ็ด,ธวัชบุรี,TH
15.996,103.722,หนองไผ่,ร้อยเอ็ด,ธวัชบุรี,TH
16.116,103.811,ธวัชบุรี,ร้อยเอ็ด,ธวัชบุรี,TH
16.025,103.773,อุ่มเม้า,ร้อยเอ็ด,ธวัชบุรี,TH
16.081,103.731,มะอึ,ร้อยเอ็ด,ธวัชบุรี,TH
15.945,103.76,เขวาทุ่ง,ร้อยเอ็ด,ธวัชบุรี,TH
16.026,103.817,ไพศาล,ร้อยเอ็ด,ธวัชบุรี,TH
15.985,103.764,เมืองน้อย,ร้อยเอ็ด,ธวัชบุรี,TH
16.072,103.852,บึงนคร,ร้อยเอ็ด,ธวัชบุรี,TH
15.883,103.728,ราชธานี,ร้อยเอ็ด,ธวัชบุรี,TH
16.099,103.767,หนองพอก,ร้อยเอ็ด,ธวัชบุรี,TH
15.688,104.118,พนมไพร,ร้อยเอ็ด,พนมไพร,TH
15.733,104.076,แสนสุข,ร้อยเอ็ด,พนมไพร,TH
15.762,104.065,กุดน้ำใส,ร้อยเอ็ด,พนมไพร,TH
15.689,103.984,หนองทัพไทย,ร้อยเอ็ด,พนมไพร,TH
15.757,104.013,โพธิ์ใหญ่,ร้อยเอ็ด,พนมไพร,TH
15.684,104.044,วารีสวัสดิ์,ร้อยเอ็ด,พนมไพร,TH
15.637,104.074,โคกสว่าง,ร้อยเอ็ด,พนมไพร,TH
15.591,104.08,โพธิ์ชัย,ร้อยเอ็ด,พนมไพร,TH
15.639,104.124,นานวล,ร้อยเอ็ด,พนมไพร,TH
15.639,104.159,คำไฮ,ร้อยเอ็ด,พนมไพร,TH
15.704,104.08,สระแก้ว,ร้อยเอ็ด,พนมไพร,TH
15.6,104.139,ค้อใหญ่,ร้อยเอ็ด,พนมไพร,TH
15.803,104.088,ชานุวรรณ,ร้อยเอ็ด,พนมไพร,TH
16.329,103.984,แวง,ร้อยเอ็ด,โพนทอง,TH
16.181,104.028,โคกกกม่วง,ร้อยเอ็ด,โพนทอง,TH
16.318,103.856,นาอุดม,ร้อยเอ็ด,โพนทอง,TH
16.218,104.005,สว่าง,ร้อยเอ็ด,โพนทอง,TH
16.401,103.998,หนองใหญ่,ร้อยเอ็ด,โพนทอง,TH
16.322,103.92,โพธิ์ทอง,ร้อยเอ็ด,โพนทอง,TH
16.213,103.956,โนนชัยศรี,ร้อยเอ็ด,โพนทอง,TH
16.242,103.888,โพธิ์ศรีสว่าง,ร้อยเอ็ด,โพนทอง,TH
16.277,103.862,อุ่มเม่า,ร้อยเอ็ด,โพนทอง,TH
16.396,103.915,คำนาดี,ร้อยเอ็ด,โพนทอง,TH
16.199,104.084,พรมสวรรค์,ร้อยเอ็ด,โพนทอง,TH
16.271,103.986,สระนกแก้ว,ร้อยเอ็ด,โพนทอง,TH
16.267,104.041,วังสามัคคี,ร้อยเอ็ด,โพนทอง,TH
16.206,103.873,โคกสูง,ร้อยเอ็ด,โพนทอง,TH
16.334,103.748,ขามเปี้ย,ร้อยเอ็ด,โพธิ์ชัย,TH
16.242,103.804,เชียงใหม่,ร้อยเอ็ด,โพธิ์ชัย,TH
16.281,103.812,บัวคำ,ร้อยเอ็ด,โพธิ์ชัย,TH
16.385,103.746,อัคคะคำ,ร้อยเอ็ด,โพธิ์ชัย,TH
16.209,103.767,สะอาด,ร้อยเอ็ด,โพธิ์ชัย,TH
16.423,103.84,คำพอุง,ร้อยเอ็ด,โพธิ์ชัย,TH
16.256,103.76,หนองตาไก้,ร้อยเอ็ด,โพธิ์ชัย,TH
16.206,103.826,ดอนโอง,ร้อยเอ็ด,โพธิ์ชัย,TH
16.344,103.83,โพธิ์ศรี,ร้อยเอ็ด,โพธิ์ชัย,TH
16.318,104.159,หนองพอก,ร้อยเอ็ด,หนองพอก,TH
16.388,104.3,บึงงาม,ร้อยเอ็ด,หนองพอก,TH
16.398,104.228,ภูเขาทอง,ร้อยเอ็ด,หนองพอก,TH
16.296,104.113,กกโพธิ์,ร้อยเอ็ด,หนองพอก,TH
16.268,104.275,โคกสว่าง,ร้อยเอ็ด,หนองพอก,TH
16.234,104.146,หนองขุ่นใหญ่,ร้อยเอ็ด,หนองพอก,TH
16.283,104.207,รอบเมือง,ร้อยเอ็ด,หนองพอก,TH
16.331,104.289,ผาน้ำย้อย,ร้อยเอ็ด,หนองพอก,TH
16.2,104.215,ท่าสีดา,ร้อยเอ็ด,หนองพอก,TH
16.024,103.921,กลาง,ร้อยเอ็ด,เสลภูมิ,TH
15.911,103.94,นางาม,ร้อยเอ็ด,เสลภูมิ,TH
16.001,103.993,เมืองไพร,ร้อยเอ็ด,เสลภูมิ,TH
16.144,103.968,นาแซง,ร้อยเอ็ด,เสลภูมิ,TH
16.074,103.94,นาเมือง,ร้อยเอ็ด,เสลภูมิ,TH
16.09,103.995,วังหลวง,ร้อยเอ็ด,เสลภูมิ,TH
16.124,103.893,ท่าม่วง,ร้อยเอ็ด,เสลภูมิ,TH
15.946,103.99,ขวาว,ร้อยเอ็ด,เสลภูมิ,TH
16.136,104.138,โพธิ์ทอง,ร้อยเอ็ด,เสลภูมิ,TH
16.04,104.078,ภูเงิน,ร้อยเอ็ด,เสลภูมิ,TH
16.161,103.868,เกาะแก้ว,ร้อยเอ็ด,เสลภูมิ,TH
15.933,103.915,นาเลิง,ร้อยเอ็ด,เสลภูมิ,TH
16.095,104.06,เหล่าน้อย,ร้อยเอ็ด,เสลภูมิ,TH
,,ศรีวิลัย,ร้อยเอ็ด,เสลภูมิ,TH
16.148,103.923,หนองหลวง,ร้อยเอ็ด,เสลภูมิ,TH
16.184,104.148,พรสวรรค์,ร้อยเอ็ด,เสลภูมิ,TH
16.028,103.958,ขวัญเมือง,ร้อยเอ็ด,เสลภูมิ,TH
16.02,104.021,บึงเกลือ,ร้อยเอ็ด,เสลภูมิ,TH
15.552,103.766,สระคู,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.654,103.774,ดอกไม้,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.704,103.75,นาใหญ่,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.599,103.73,หินกอง,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.627,103.85,เมืองทุ่ง,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.736,103.877,หัวโทน,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.604,103.898,บ่อพันขัน,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.482,103.713,ทุ่งหลวง,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.645,103.915,หัวช้าง,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.734,103.824,น้ำคำ,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.685,103.879,ห้วยหินลาด,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.681,103.938,ช้างเผือก,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.482,103.805,ทุ่งกุลา,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.575,103.877,ทุ่งศรีเมือง,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.591,103.928,จำปาขัน,ร้อยเอ็ด,สุวรรณภูมิ,TH
15.817,103.714,หนองผือ,ร้อยเอ็ด,เมืองสรวง,TH
15.786,103.797,หนองหิน,ร้อยเอ็ด,เมืองสรวง,TH
15.749,103.722,คูเมือง,ร้อยเอ็ด,เมืองสรวง,TH
15.77,103.758,กกกุง,ร้อยเอ็ด,เมืองสรวง,TH
15.817,103.755,เมืองสรวง,ร้อยเอ็ด,เมืองสรวง,TH
15.497,104.005,โพนทราย,ร้อยเอ็ด,โพนทราย,TH
15.474,103.944,สามขา,ร้อยเอ็ด,โพนทราย,TH
15.533,103.868,ศรีสว่าง,ร้อยเอ็ด,โพนทราย,TH
15.443,103.971,ยางคำ,ร้อยเอ็ด,โพนทราย,TH
15.493,103.91,ท่าหาดยาว,ร้อยเอ็ด,โพนทราย,TH
15.864,103.85,อาจสามารถ,ร้อยเอ็ด,อาจสามารถ,TH
15.913,103.881,โพนเมือง,ร้อยเอ็ด,อาจสามารถ,TH
15.865,103.925,บ้านแจ้ง,ร้อยเอ็ด,อาจสามารถ,TH
15.808,103.955,หน่อม,ร้อยเอ็ด,อาจสามารถ,TH
15.755,103.937,หนองหมื่นถ่าน,ร้อยเอ็ด,อาจสามารถ,TH
15.8,103.867,หนองขาม,ร้อยเอ็ด,อาจสามารถ,TH
15.854,103.802,โหรา,ร้อยเอ็ด,อาจสามารถ,TH
15.861,103.765,หนองบัว,ร้อยเอ็ด,อาจสามารถ,TH
15.903,103.791,ขี้เหล็ก,ร้อยเอ็ด,อาจสามารถ,TH
,,บ้านดู่,ร้อยเอ็ด,อาจสามารถ,TH
16.395,104.167,เมยวดี,ร้อยเอ็ด,เมยวดี,TH
16.342,104.067,ชุมพร,ร้อยเอ็ด,เมยวดี,TH
16.416,104.123,บุ่งเลิศ,ร้อยเอ็ด,เมยวดี,TH
16.393,104.098,ชมสะอาด,ร้อยเอ็ด,เมยวดี,TH
15.973,103.535,โพธิ์ทอง,ร้อยเอ็ด,ศรีสมเด็จ,TH
15.98,103.474,ศรีสมเด็จ,ร้อยเอ็ด,ศรีสมเด็จ,TH
16.011,103.551,เมืองเปลือย,ร้อยเอ็ด,ศรีสมเด็จ,TH
16.044,103.541,หนองใหญ่,ร้อยเอ็ด,ศรีสมเด็จ,TH
16.034,103.492,สวนจิก,ร้อยเอ็ด,ศรีสมเด็จ,TH
16.096,103.475,โพธิ์สัย,ร้อยเอ็ด,ศรีสมเด็จ,TH
15.95,103.506,หนองแวงควง,ร้อยเอ็ด,ศรีสมเด็จ,TH
15.987,103.518,บ้านบาก,ร้อยเอ็ด,ศรีสมเด็จ,TH
16.183,103.679,ดินดำ,ร้อยเอ็ด,จังหาร,TH
16.14,103.637,ปาฝา,ร้อยเอ็ด,จังหาร,TH
16.204,103.543,ม่วงลาด,ร้อยเอ็ด,จังหาร,TH
16.14,103.594,จังหาร,ร้อยเอ็ด,จังหาร,TH
16.175,103.58,ดงสิงห์,ร้อยเอ็ด,จังหาร,TH
16.132,103.679,ยางใหญ่,ร้อยเอ็ด,จังหาร,TH
16.174,103.535,ผักแว่น,ร้อยเอ็ด,จังหาร,TH
16.176,103.639,แสนชาติ,ร้อยเอ็ด,จังหาร,TH
16.191,103.724,เชียงขวัญ,ร้อยเอ็ด,เชียงขวัญ,TH
16.135,103.782,พลับพลา,ร้อยเอ็ด,เชียงขวัญ,TH
16.16,103.769,พระธาตุ,ร้อยเอ็ด,เชียงขวัญ,TH
16.128,103.741,พระเจ้า,ร้อยเอ็ด,เชียงขวัญ,TH
16.101,103.705,หมูม้น,ร้อยเอ็ด,เชียงขวัญ,TH
16.15,103.71,บ้านเขือง,ร้อยเอ็ด,เชียงขวัญ,TH
15.621,104,หนองฮี,ร้อยเอ็ด,หนองฮี,TH
15.55,104.062,สาวแห,ร้อยเอ็ด,หนองฮี,TH
15.559,104.016,ดูกอึ่ง,ร้อยเอ็ด,หนองฮี,TH
15.582,103.965,เด่นราษฎร์,ร้อยเอ็ด,หนองฮี,TH
16.032,103.853,ทุ่งเขาหลวง,ร้อยเอ็ด,ทุ่งเขาหลวง,TH
15.963,103.866,เทอดไทย,ร้อยเอ็ด,ทุ่งเขาหลวง,TH
15.986,103.894,บึงงาม,ร้อยเอ็ด,ทุ่งเขาหลวง,TH
16.039,103.889,มะบ้า,ร้อยเอ็ด,ทุ่งเขาหลวง,TH
15.965,103.827,เหล่า,ร้อยเอ็ด,ทุ่งเขาหลวง,TH
16.437,103.522,กาฬสินธุ์,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.442,103.574,เหนือ,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.393,103.512,หลุบ,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.522,103.575,ไผ่,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.591,103.496,ลำปาว,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.457,103.484,ลำพาน,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.434,103.612,เชียงเครือ,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.5,103.499,บึงวิชัย,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.392,103.578,ห้วยโพธิ์,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.59,103.615,ภูปอ,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.636,103.528,ภูดิน,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.534,103.526,หนองกุง,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.518,103.641,กลางหมื่น,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.607,103.569,ขมิ้น,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.478,103.548,โพนทอง,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.561,103.643,นาจารย์,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.587,103.45,ลำคลอง,กาฬสินธุ์,เมืองกาฬสินธุ์,TH
16.561,103.776,นามน,กาฬสินธุ์,นามน,TH
16.622,103.735,ยอดแกง,กาฬสินธุ์,นามน,TH
16.624,103.793,สงเปลือย,กาฬสินธุ์,นามน,TH
16.548,103.82,หลักเหลี่ยม,กาฬสินธุ์,นามน,TH
16.537,103.855,หนองบัว,กาฬสินธุ์,นามน,TH
16.31,103.551,กมลาไสย,กาฬสินธุ์,กมลาไสย,TH
16.332,103.595,หลักเมือง,กาฬสินธุ์,กมลาไสย,TH
16.316,103.658,โพนงาม,กาฬสินธุ์,กมลาไสย,TH
16.25,103.661,ดงลิง,กาฬสินธุ์,กมลาไสย,TH
16.259,103.567,ธัญญา,กาฬสินธุ์,กมลาไสย,TH
16.289,103.511,หนองแปน,กาฬสินธุ์,กมลาไสย,TH
16.225,103.591,เจ้าท่า,กาฬสินธุ์,กมลาไสย,TH
16.36,103.667,โคกสมบูรณ์,กาฬสินธุ์,กมลาไสย,TH
16.266,103.737,ร่องคำ,กาฬสินธุ์,ร่องคำ,TH
16.318,103.713,สามัคคี,กาฬสินธุ์,ร่องคำ,TH
16.254,103.708,เหล่าอ้อย,กาฬสินธุ์,ร่องคำ,TH
16.521,104.055,บัวขาว,กาฬสินธุ์,กุฉินารายณ์,TH
16.554,103.998,แจนแลน,กาฬสินธุ์,กุฉินารายณ์,TH
16.622,103.993,เหล่าใหญ่,กาฬสินธุ์,กุฉินารายณ์,TH
16.458,104.107,จุมจัง,กาฬสินธุ์,กุฉินารายณ์,TH
16.471,104.171,เหล่าไฮงาม,กาฬสินธุ์,กุฉินารายณ์,TH
16.537,104.167,กุดหว้า,กาฬสินธุ์,กุฉินารายณ์,TH
16.464,103.975,สามขา,กาฬสินธุ์,กุฉินารายณ์,TH
16.508,103.905,นาขาม,กาฬสินธุ์,กุฉินารายณ์,TH
16.572,104.124,หนองห้าง,กาฬสินธุ์,กุฉินารายณ์,TH
16.606,104.055,นาโก,กาฬสินธุ์,กุฉินารายณ์,TH
16.451,104.048,สมสะอาด,กาฬสินธุ์,กุฉินารายณ์,TH
16.506,104.001,กุดค้าว,กาฬสินธุ์,กุฉินารายณ์,TH
16.679,104.132,คุ้มเก่า,กาฬสินธุ์,เขาวง,TH
16.626,104.119,สงเปลือย,กาฬสินธุ์,เขาวง,TH
16.751,104.094,หนองผือ,กาฬสินธุ์,เขาวง,TH
16.676,104.049,กุดสิมคุ้มใหม่,กาฬสินธุ์,เขาวง,TH
16.719,104.055,สระพังทอง,กาฬสินธุ์,เขาวง,TH
16.715,104.115,กุดปลาค้าว,กาฬสินธุ์,เขาวง,TH
16.393,103.352,ยางตลาด,กาฬสินธุ์,ยางตลาด,TH
16.337,103.446,หัวงัว,กาฬสินธุ์,ยางตลาด,TH
16.398,103.464,อุ่มเม่า,กาฬสินธุ์,ยางตลาด,TH
16.479,103.416,บัวบาน,กาฬสินธุ์,ยางตลาด,TH
16.543,103.351,เว่อ,กาฬสินธุ์,ยางตลาด,TH
16.464,103.262,อิตื้อ,กาฬสินธุ์,ยางตลาด,TH
16.392,103.227,หัวนาคำ,กาฬสินธุ์,ยางตลาด,TH
,,หนองอิเฒ่า,กาฬสินธุ์,ยางตลาด,TH
16.437,103.406,ดอนสมบูรณ์,กาฬสินธุ์,ยางตลาด,TH
16.557,103.415,นาเชือก,กาฬสินธุ์,ยางตลาด,TH
16.456,103.338,คลองขาม,กาฬสินธุ์,ยางตลาด,TH
16.529,103.38,เขาพระนอน,กาฬสินธุ์,ยางตลาด,TH
16.361,103.474,นาดี,กาฬสินธุ์,ยางตลาด,TH
16.464,103.207,โนนสูง,กาฬสินธุ์,ยางตลาด,TH
16.319,103.406,หนองตอกแป้น,กาฬสินธุ์,ยางตลาด,TH
16.596,103.216,ห้วยเม็ก,กาฬสินธุ์,ห้วยเม็ก,TH
16.664,103.177,คำใหญ่,กาฬสินธุ์,ห้วยเม็ก,TH
16.544,103.268,กุดโดน,กาฬสินธุ์,ห้วยเม็ก,TH
16.6,103.288,บึงนาเรียง,กาฬสินธุ์,ห้วยเม็ก,TH
16.602,103.358,หัวหิน,กาฬสินธุ์,ห้วยเม็ก,TH
